vendor,display_name,official_website_url,search_url_template,active_search_sku_1,active_search_sku_2,active_sample_status,active_sample_source,candidate_search_sku_1,candidate_search_sku_2,last_checked_utc,notes
Revolution Gear & Axle,Revolution Gear & Axle,https://revolutiongear.com/,https://revolutiongear.com/search.php?search_query={sku},,,pending_verification,discovery_seed,D70-373,RGA-GM11_5-456,,Fallback candidate only until runtime validation confirms live SKUs.
Rigid Industries,Rigid Industries,https://www.rigidindustries.com/,https://www.rigidindustries.com/catalogsearch/result/index/?q={sku},,,pending_verification,discovery_seed,RIGID-40200,RIGID-36360,,Fallback candidate only until runtime validation confirms live SKUs.
River City Turbo,River City Turbo,https://rivercityturbo.com/,,,,pending_verification,discovery_seed,RCT-GM-3,RCT-RC62B6008VERNA,,Fallback candidate only until runtime validation confirms live SKUs.
Rock Krawler,Rock Krawler,https://rockkrawler.com/,https://rockkrawler.com/search.php?search_query={sku},,,pending_verification,discovery_seed,RK-RK02542,RK-F2XF4005,,Fallback candidate only until runtime validation confirms live SKUs.
Rock Slide Engineering,Rock Slide Engineering,https://rockslideengineering.com/,https://rockslideengineering.com/?s={sku},,,pending_verification,discovery_seed,RSE-RS-910,RSE-RB-F-300-JL,,Fallback candidate only until runtime validation confirms live SKUs.
Rock Tamers Mud Flaps,Rock Tamers Mud Flaps,https://rocktamers.com/,https://rocktamers.com/?s={sku},,,pending_verification,discovery_seed,RT-00108,RT-00110,,Fallback candidate only until runtime validation confirms live SKUs.
RockJock,RockJock,https://www.rockjock4x4.com/,https://www.rockjock4x4.com/search?keywords={sku},,,pending_verification,discovery_seed,RJ-CE-9114,RJ-256200-101,,Fallback candidate only until runtime validation confirms live SKUs.
RokBlokz,RokBlokz Mud Flaps,https://rokblokz.com/,https://rokblokz.com/search?q={sku},RKB-F17SRW-BK-BK,RKB-F11SRW-BK-BK,active,stage4_validated,RKB-F17SRW-BK-BK,RKB-F11SRW-BK-BK,2026-03-15T22:33:49Z,Stage 4 end-to-end validated (generic_q_search / shopify_suggest_json / drop_first_dash_token)
Rotomaster,Rotomaster,https://rotomaster.com/,https://rotomaster.com/search.php?search_query={sku},,,pending_verification,discovery_seed,ROT-H1350212N,ROT-S1640303N,,Fallback candidate only until runtime validation confirms live SKUs.
Royalty Core,Royalty Core,https://www.royaltycore.com/,https://www.royaltycore.com/search.html?q={sku},,,pending_verification,discovery_seed,RC-15966,ROC-13777,,Fallback candidate only until runtime validation confirms live SKUs.
S&B,S&B,https://sbfilters.com/,https://sbfilters.com/pages/search?query={sku},,,pending_verification,discovery_seed,SB-832018,SB-75-5082,,Fallback candidate only until runtime validation confirms live SKUs.
S&S Diesel Motorsport,S&S Diesel Motorsport,https://ssdiesel.com/,https://ssdiesel.com/?s={sku},,,pending_verification,discovery_seed,SSDM-67F-DCR-1,SSDM-RAM-CP3-NOTUNE,,Fallback candidate only until runtime validation confirms live SKUs.
SCT,SCT,https://sctflash.com/,https://sctflash.com/?s={sku},,,pending_verification,discovery_seed,SCT-9817,SCT-40490,,Fallback candidate only until runtime validation confirms live SKUs.
SDHQ Off Road,SDHQ Off Road,https://sdhqoffroad.com/,https://sdhqoffroad.com/search?q={sku},SDHQ-10-1131-G4,SDHQ-30-1141-G4,active,stage4_validated,SDHQ-10-1131-G4,SDHQ-31-1137-G5,2026-03-15T22:33:49Z,Stage 4 end-to-end validated (generic_q_search / shopify_suggest_json / drop_first_dash_token)
SSBC-USA,SSBC-USA,https://ssbc-usa.com/,https://ssbc-usa.com/search?type=product&q={sku},,,pending_verification,discovery_seed,SSBC-10126,SSBC-A193-1,,Fallback candidate only until runtime validation confirms live SKUs.
Schaeffer's Lubricants,Schaeffer's Lubricants,https://www.schaefferoil.com/,https://schaefferoil.com/search?q={sku},,,pending_verification,discovery_seed,SL-0219,SL-0204SAT,,Fallback candidate only until runtime validation confirms live SKUs.
Silverline Exhaust,Silverline Exhaust,https://www.ansaautomotive.com/,,,,pending_verification,discovery_seed,SLV-UDM1,SLV-UDM1409,,Fallback candidate only until runtime validation confirms live SKUs.
Sinister Diesel,Sinister Diesel,https://sinisterdiesel.com/,https://sinisterdiesel.com/shop?Search={sku},,,pending_verification,discovery_seed,SD-OC-6.0,SD-CAT-DMAX,,Fallback candidate only until runtime validation confirms live SKUs.
Skyjacker Suspension,Skyjacker Suspension,https://skyjacker.com/,https://skyjacker.com/?s={sku},,,pending_verification,discovery_seed,SKY-D25,SKY-H7092,,Fallback candidate only until runtime validation confirms live SKUs.
Smarty by MADS Electronics,Smarty by MADS Electronics,https://madselectronics.com/,,,,pending_verification,discovery_seed,ME-J-06,ME-J-67,,Fallback candidate only until runtime validation confirms live SKUs.
Smeding Diesel,Smeding Diesel,https://www.smedingdiesel.com/,https://www.smedingdiesel.com/search?q={sku}&options%5Bprefix%5D=last,,,pending_verification,discovery_seed,SME-C6762EDRT,SME-DURAMAX-S300-DROP-IN-04510,,Fallback candidate only until runtime validation confirms live SKUs.
Snow Performance,Snow Performance,https://www.snowperformance.net/,https://www.nitrousexpress.com/search.asp?search_prod={sku},SP-430,SP-325,validated,searchspring_confirmed,SP-9000,SP-210,2026-03-14,Searchspring site_id=k5zzdj. drop_first_dash_token strips SP- prefix; numeric SKUs (430 325) match bgfilter.sku directly. SP-40016 and similar SNO-prefixed catalog entries break bgfilter.ss_sku — avoid those as test samples.
Snyder Performance Engineering,Snyder Performance Engineering,https://www.spemotorsport.com/,https://www.spemotorsport.com/search?q={sku},SPE-67HTFK,SPE-S200101,active,stage4_validated,SPE-67HTFK,SPE-S200101,2026-03-15T22:33:49Z,Stage 4 end-to-end validated (generic_q_search / shopify_suggest_json / drop_first_dash_token)
SoCal SuperTrucks,SoCal SuperTrucks,https://socalsupertrucks.com/,https://socalsupertrucks.com/search.php?search_query={sku},,,pending_verification,discovery_seed,SS-200215,SS-200200,,Fallback candidate only until runtime validation confirms live SKUs.
South Bend Clutch,South Bend Clutch,https://southbendclutch.com/,https://southbendclutch.com/search?q={sku},,,pending_verification,discovery_seed,SBC-0090,SBC-13125-OK,,Fallback candidate only until runtime validation confirms live SKUs.
Sprint Booster,Sprint Booster,https://www.sprintboosterusa.com/,https://www.sprintboosterusa.com/?s={sku},,,pending_verification,discovery_seed,SBDO1003S,,,Fallback candidate only until runtime validation confirms live SKUs.
SpynTec Industries,SpynTec Industries,https://spyntec.com/,https://spyntec.com/?s={sku},,,pending_verification,discovery_seed,SAST-D09S,SAST-D0008S,,Fallback candidate only until runtime validation confirms live SKUs.
SteerSmarts,SteerSmarts,https://steersmarts.com/,https://steersmarts.com/search?q={sku},,,pending_verification,discovery_seed,SS-714001,SS-75061001,,Fallback candidate only until runtime validation confirms live SKUs.
Street Performance,Street Performance,https://street-performance.com/,,,,pending_verification,discovery_seed,SP-PD805,SP-SF513400,,Fallback candidate only until runtime validation confirms live SKUs.
Sulastic Rubber Springs,Sulastic Rubber Springs,https://sulastic.com/en/,https://sulastic.com/en/search?q={sku},,,pending_verification,discovery_seed,SUL-SC-15,SUL-SA06-CH,,Fallback candidate only until runtime validation confirms live SKUs.
SunCoast Performance,SunCoast Performance,https://suncoastdiesel.com/,https://suncoastdiesel.com/search-diesel.html?orientation=vertical&q={sku},SC-48-1,SC-48-2,active,stage4_validated,SC-68-1,SC-68-SRR,2026-03-15T22:17:09Z,Stage 4 end-to-end validated (path_or_query_search / drop_first_dash_token)
SuperSprings,SuperSprings,https://superspringsinternational.com/,https://superspringsinternational.com/?s={sku}&id=5023383376,SS-SSA22,SS-SSA25,active,stage4_validated,SS-SSA22,SS-MTKT,2026-03-15T20:22:22Z,Stage 4 end-to-end validated (wordpress_s_query / drop_first_dash_token)
Superchips,Superchips,https://superchips.com/,https://www.holley.com/search/?q={sku},,,pending_verification,discovery_seed,SC-1545,SC-20501,,Fallback candidate only until runtime validation confirms live SKUs.
Suspension MAXX,Suspension MAXX,https://suspensionmaxx.com/,https://suspensionmaxx.com/catalog?search_api_fulltext={sku},SMX-2535,SMX-122690EX,active,stage4_validated,SMX-2535,SMX-122690EX,2026-03-15T22:44:01Z,Stage 4 validated (unknown / drop_first_dash_token)
Switch-Pros,Switch-Pros,https://www.switchpros.com/,https://www.switchpros.com/?s={sku},,,pending_verification,discovery_seed,SP-SP9100BEZEL,,,Fallback candidate only until runtime validation confirms live SKUs.
Synapse Auto,Synapse Auto,https://synapseauto.com/,https://synapseauto.com/filterSearch?advs=true&cid=0&mid=0&vid=0&q={sku}&sid=true&isc=true&orderBy=0,,,pending_verification,discovery_seed,SYNA-S79-L5P1,SYNA-S79-300122+S83-300CAL-KIT,,Fallback candidate only until runtime validation confirms live SKUs.
Synergy Manufacturing,Synergy Manufacturing,https://www.synergymfg.com/,https://www.synergymfg.com/?target=search&mode=search&substring={sku},,,pending_verification,discovery_seed,SYN-8581,SYN-8734-20,,Fallback candidate only until runtime validation confirms live SKUs.
T-Rex Grilles,T-Rex Grilles,https://trexbillet.com/,https://trexbillet.com/search.html?q={sku},,,pending_verification,discovery_seed,TREX-51211,TREX-51452,,Fallback candidate only until runtime validation confirms live SKUs.
TS Performance,TS Performance,https://www.tsperformanceofficial.com/,/search?q={sku},,,pending_verification,discovery_seed,TS-1290301,TSP-1180402,,Fallback candidate only until runtime validation confirms live SKUs.
Tekonsha,Tekonsha,https://www.tekonsha.com/,,,,pending_verification,discovery_seed,TEK-9030,TEK-90160,,Fallback candidate only until runtime validation confirms live SKUs.
Timbren,Timbren,https://timbren.com/,https://timbren.com/search?q={sku},TB-DR250,TB-FF350,active,stage4_validated,TB-DR250,TB-DR1525H4,2026-03-15T22:33:49Z,Stage 4 end-to-end validated (generic_q_search / shopify_suggest_json / drop_first_dash_token)
Toolbox Widget,Toolbox Widget,https://toolboxwidget.com/,https://toolboxwidget.com/search?q={sku}&options%5Bprefix%5D=last,TBW-VW15,TBW-SK12,active,stage4_validated,TBW-VW15,TBW-PRO-BUNDLE-MAXIMIZER,2026-03-15T22:33:49Z,Stage 4 end-to-end validated (generic_q_search / shopify_suggest_json / drop_first_dash_token)
Tork Teknology,Tork Teknology,https://www.torkteknology.com/,https://www.torkteknology.com/search.php?search_query={sku},,,pending_verification,discovery_seed,DPP-BBS010,DPP-CBS010,,Fallback candidate only until runtime validation confirms live SKUs.
Total Seal Piston Rings,Total Seal Piston Rings,https://www.totalseal.com/,https://totalseal.com/search?query={sku},TSPR-S4194,TSPR-S1475,validated,runtime_validation,TSPR-S4194,TSPR-S4194-20,,Validated 2/2 via store.totalseal.com Shopify suggest.json with drop_first_dash_token.
Trigger Wireless Accessory Controller,Trigger Wireless Accessory Controller,https://triggercontroller.com/,https://triggercontroller.com/?s={sku},,,pending_verification,discovery_seed,AAC-2100,AAC-3001,,Fallback candidate only until runtime validation confirms live SKUs.
Tuffy Security,Tuffy Security,https://tuffyproducts.com/,https://tuffyproducts.com/?s={sku},,,pending_verification,discovery_seed,TFY-354-01,TFY-311-01,,Fallback candidate only until runtime validation confirms live SKUs.
Turbo Time USA,Turbo Time USA,https://turbotimeusa.com/,https://turbotimeusa.com/search?type=product%2Carticle%2Cpage&q={sku},,,pending_verification,discovery_seed,TTP-LB-VGT-60,TTP-LB-VGT-R,,Fallback candidate only until runtime validation confirms live SKUs.
Turbosmart,Turbosmart,https://www.turbosmart.com/,https://www.turbosmart.com/?s={sku},,,pending_verification,discovery_seed,TS-0304-1002,TS-0304-1001,,Fallback candidate only until runtime validation confirms live SKUs.
USA Standard Gear,USA Standard Gear,https://www.usastandardgear.com/,https://www.usastandardgear.com/search?q={sku},USG-ZSG7616,USG-ZSG7585,active,stage4_validated,USG-ZSG7616,USG-ZSG7585,2026-03-15T22:33:49Z,Stage 4 end-to-end validated (generic_q_search / shopify_suggest_json / drop_first_dash_token)
Valair Clutch,Valair Clutch,https://valairinc.com/,https://valairinc.com/?s={sku},,,pending_verification,discovery_seed,V-2130,NMU70279-04-5SCE-GETRAG,,Fallback candidate only until runtime validation confirms live SKUs.
Volant,Volant,https://volant.com/,https://volant.com/search?q={sku},,,pending_verification,discovery_seed,VOL-35066,VOL-16759,,Fallback candidate only until runtime validation confirms live SKUs.
Warn,BorgWarner,https://www.warn.com/,https://warn.com/search?q={sku},,,pending_verification,discovery_seed,WARN-17801,WARN-100921,,Fallback candidate only until runtime validation confirms live SKUs.
WeatherTech,WeatherTech,https://www.weathertech.com/,,,,pending_verification,discovery_seed,WT-440612,WT-450612,,Fallback candidate only until runtime validation confirms live SKUs.
Wehrli Custom Fabrication,Wehrli Custom Fabrication,https://www.wcfab.com/,https://www.wcfab.com/search.html?q={sku},,,pending_verification,discovery_seed,WCF-WCF100165-GB,WCF-WCF100165-RED,,Fallback candidate only until runtime validation confirms live SKUs.
Weigh Safe,Weigh Safe,https://www.weigh-safe.com/,https://www.weigh-safe.com/?s={sku},,,pending_verification,discovery_seed,WSF-WS05,WSF-WS8-3,,Fallback candidate only until runtime validation confirms live SKUs.
Westin,Westin Automotive Products,https://www.westinautomotive.com/,https://westinautomotive.com/search?q={sku},,,pending_verification,discovery_seed,WES-21-1315,WES-19-43995,,Fallback candidate only until runtime validation confirms live SKUs.
"Wilwood Engineering, Inc.","Wilwood Engineering, Inc.",https://wilwood.com/,https://wilwood.com/Search/PartNoSearch?q={sku},,,pending_verification,discovery_seed,WIL-220-9811,WIL-140-13874-R,,Fallback candidate only until runtime validation confirms live SKUs.
XDP,XDP,https://www.xtremediesel.com/,https://www.xtremediesel.com/xtreme-diesel-performance-xdp-search?q={sku},XDP-XD200,XDP-XD312,verified_runtime,end_to_end_validation,XDP-XD200,XDP-XD312,2026-03-15T19:22:21Z,Fallback candidate only until runtime validation confirms live SKUs.
XS Power,XS Power,https://4xspower.com/,https://4xspower.com/search?q={sku},XS-580,XS-551,active,stage4_validated,XS-580,XS-551,2026-03-15T22:33:49Z,Stage 4 end-to-end validated (generic_q_search / shopify_suggest_json / drop_first_dash_token)
Yukon Gear & Axle,Yukon Gear & Axle,https://www.yukongear.com/,https://www.yukongear.com/search?q={sku},YUK-YUJ925,YUK-YUJ926,active,stage4_validated,YUK-YGK058,YUK-YA G12471486,2026-03-15T22:33:49Z,Stage 4 end-to-end validated (generic_q_search / shopify_suggest_json / drop_first_dash_token)
ZROADZ,ZROADZ,https://zroadz.com/,https://zroadz.com/search.html?q={sku},,,pending_verification,discovery_seed,ZRZ-Z325472,ZRZ-Z325472-KIT,,Fallback candidate only until runtime validation confirms live SKUs.
Zone Offroad Suspension,Zone Offroad Suspension,https://zoneoffroad.com/,https://zoneoffroad.com/search?q={sku},,,pending_verification,discovery_seed,ZON-D9,ZON-C31N,,Fallback candidate only until runtime validation confirms live SKUs.
Zumbrota Drivetrain,Zumbrota Drivetrain,https://www.zumbrotadrivetrain.com/,https://www.zumbrotadrivetrain.com/search?q={sku},,,pending_verification,discovery_seed,ZUM-RTC241DHD-7,ZUM-RTC261GXHD-1,,Fallback candidate only until runtime validation confirms live SKUs.
sPOD,sPOD Switch Pods,https://www.4x4spod.com/,https://4x4spod.com/?s={sku},,,pending_verification,discovery_seed,,,,Fallback candidate only until runtime validation confirms live SKUs.
